"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"668","10","10061.7","medium","321","Edward Owen","1","Debug algorithm","complete","Cristian Nguyen","2024-07-22","8"
"","","","","","","2","Debug user interface","incomplete","Pamela Heath","2024-07-22","8"
"","","","","","","3","Optimize backend logic","incomplete","Stephanie Harrison","2024-07-22","1"
"669","10","14694.17","medium","342","George Shannon","1","Implement database schema","incomplete","Cathy Wood","2024-07-18","5"
"670","8","10636.11","high","119","Erika Brown","1","Design user interface","complete","Natasha Sloan","2024-12-21","9"
"671","8","12899.45","low","313","Anna Webster","1","Test database schema","complete","Pamela Cruz","2024-06-04","6"
"672","9","13591.6","high","150","Thomas Lopez","1","Debug user interface","complete","Paul Hurst","2024-04-04","4"
"673","4","11628.95","medium","242","Tina Clark","1","Implement user interface","incomplete","Amber Glover","2025-01-02","10"
"","","","","","","2","Test algorithm","incomplete","Nancy Parker","2025-01-02","8"
"","","","","","","3","Optimize user interface","complete","Samantha Olson","2025-01-02","6"
"","","","","","","4","Test backend logic","complete","Linda Herrera","2025-01-02","2"
"674","10","11057.4","medium","291","Anna Webster","1","Debug integration module","complete","Justin Hayes","2024-10-26","3"
"","","","","","","2","Document user interface","complete","Steven Conley","2024-10-26","4"
"","","","","","","3","Optimize integration module","incomplete","James Hernandez","2024-10-26","9"
"675","2","14237.98","high","56","Nicole Lewis","1","Test backend logic","incomplete","Christopher Lewis","2024-10-07","4"
"","","","","","","2","Implement database schema","complete","Steven Beck","2024-10-07","8"
"","","","","","","3","Document user interface","complete","Troy Simon","2024-10-07","8"
"","","","","","","4","Debug database schema","complete","Sarah Smith","2024-10-07","6"
"676","9","12528.22","medium","277","Nicole Lewis","1","Implement integration module","complete","Felicia Parker","2024-06-05","9"
"","","","","","","2","Debug integration module","complete","Derrick Taylor","2024-06-05","10"
"","","","","","","3","Test database schema","incomplete","Trevor Roy","2024-06-05","2"
"","","","","","","4","Debug algorithm","complete","Sharon Hughes","2024-06-05","10"
"677","8","13163.15","low","122","Erin Hale","1","Debug database schema","incomplete","Brenda Young","2024-02-16","2"
"","","","","","","2","Design algorithm","complete","Angela Smith","2024-02-16","3"
"678","2","10661.89","high","228","Mark Tanner","1","Document integration module","complete","Jocelyn Watson","2024-08-08","5"
"","","","","","","2","Test database schema","complete","Brenda Young","2024-08-08","1"
"679","2","13693.74","medium","259","Marc Marquez","1","Debug database schema","incomplete","Gregory Martin","2024-12-27","3"
"","","","","","","2","Implement integration module","complete","Sarah Smith","2024-12-27","3"
"","","","","","","3","Optimize integration module","incomplete","Tyler Peters","2024-12-27","8"
"","","","","","","4","Test algorithm","complete","Steven Conley","2024-12-27","9"
"680","10","11396.5","low","148","Randall Jones","1","Optimize integration module","incomplete","Keith Li","2024-10-18","5"
"","","","","","","2","Debug database schema","complete","Rebecca Garcia","2024-10-18","3"
"","","","","","","3","Document backend logic","incomplete","Adam Massey","2024-10-18","9"
"681","5","12875.69","high","190","Tyler Turner","1","Design database schema","incomplete","Dana Evans","2024-08-04","8"
"","","","","","","2","Implement backend logic","incomplete","Cathy Wood","2024-08-04","5"
"","","","","","","3","Design backend logic","incomplete","Paul Watson","2024-08-04","3"
"682","2","11034.22","high","116","James Hood","1","Optimize backend logic","complete","Brittany King","2024-12-11","8"
"683","1","11847.7","medium","322","Mark Tanner","1","Test user interface","complete","Howard Murphy","2024-09-23","8"
"","","","","","","2","Debug database schema","complete","Stephanie Murphy","2024-09-23","3"
"684","5","13658.17","low","211","Ashley Lyons","1","Implement integration module","incomplete","Dennis Nichols","2024-06-01","5"
"685","8","13153.12","high","67","Anna Webster","1","Debug user interface","incomplete","Alexander Schwartz","2025-01-26","4"
"","","","","","","2","Document user interface","complete","Marvin Long","2025-01-26","4"
"","","","","","","3","Optimize algorithm","complete","Shawn Morris","2025-01-26","4"
"686","5","12350.58","medium","125","Taylor Delgado","1","Implement user interface","complete","Natalie Zhang","2024-10-20","1"
"","","","","","","2","Design algorithm","complete","Michael Skinner","2024-10-20","3"
"","","","","","","3","Debug database schema","incomplete","Alexander Schwartz","2024-10-20","10"
"687","4","13188.57","medium","301","Edward Owen","1","Test algorithm","incomplete","Natasha Sloan","2024-05-11","7"
"","","","","","","2","Test integration module","incomplete","Gene Robbins","2024-05-11","5"
"","","","","","","3","Implement user interface","incomplete","Kayla Watts","2024-05-11","7"
"688","8","11626.99","high","247","Jessica Costa","1","Document user interface","incomplete","Christopher Lewis","2024-05-09","7"
"","","","","","","2","Implement algorithm","incomplete","Vanessa Bailey","2024-05-09","10"
"","","","","","","3","Document backend logic","complete","Gloria Wilson","2024-05-09","5"
"","","","","","","4","Optimize backend logic","incomplete","Christian Weaver","2024-05-09","1"
"689","9","13858.99","medium","192","Marc Marquez","1","Debug database schema","complete","Helen Fletcher","2024-08-27","5"
"","","","","","","2","Document backend logic","incomplete","Laura Smith","2024-08-27","1"
"","","","","","","3","Debug algorithm","complete","Margaret Peterson","2024-08-27","10"
"","","","","","","4","Optimize backend logic","complete","Dana Evans","2024-08-27","10"
"690","10","11648.42","high","306","James Hood","1","Document database schema","incomplete","Michael Phillips","2024-02-19","9"
"","","","","","","2","Document user interface","complete","Natasha Flores","2024-02-19","6"
"","","","","","","3","Implement backend logic","incomplete","Jade Herrera","2024-02-19","4"
"","","","","","","4","Implement database schema","incomplete","Kenneth Zavala","2024-02-19","7"
"691","4","12764.76","low","36","Sheila Weiss","1","Debug algorithm","complete","Kaitlin Estrada","2024-02-19","3"
"692","5","11507.33","low","353","Rita Price","1","Test user interface","incomplete","Julie Miller","2025-01-26","7"
"","","","","","","2","Document database schema","complete","Natalie Zhang","2025-01-26","2"
"693","2","12522.55","high","242","James Hood","1","Document integration module","incomplete","Kayla Watts","2024-02-16","4"
"","","","","","","2","Test database schema","incomplete","Paul Watson","2024-02-16","9"
"694","1","11510.77","medium","133","Tyler Turner","1","Test algorithm","complete","Emily Charles","2024-06-23","4"
"","","","","","","2","Optimize database schema","incomplete","Austin Ellis","2024-06-23","5"
"","","","","","","3","Optimize integration module","complete","Kathleen Wright","2024-06-23","7"
"","","","","","","4","Debug algorithm","incomplete","Guy Arellano","2024-06-23","9"
"695","2","12261.35","high","42","Adam Armstrong","1","Debug integration module","complete","Brandon Ramirez","2024-06-06","5"
"","","","","","","2","Implement user interface","complete","Kathryn May","2024-06-06","9"
"","","","","","","3","Implement algorithm","complete","Anna Mendez","2024-06-06","2"
"","","","","","","4","Debug integration module","incomplete","Sara Strong","2024-06-06","9"
"696","10","13802.91","low","282","Gary Moss","1","Test backend logic","complete","Gregory Martin","2024-09-06","6"
"","","","","","","2","Optimize integration module","incomplete","Jeremy Gamble","2024-09-06","1"
"","","","","","","3","Document backend logic","incomplete","Christian Weaver","2024-09-06","9"
"697","8","11565.08","high","150","Patricia Thomas","1","Optimize user interface","complete","Joshua Fowler","2024-10-02","7"
"","","","","","","2","Design algorithm","complete","Kathleen Wright","2024-10-02","1"
"","","","","","","3","Optimize user interface","complete","John Graham","2024-10-02","4"
"","","","","","","4","Design user interface","incomplete","Cathy Wood","2024-10-02","8"
"698","3","13130.82","high","279","Thomas Weaver","1","Design database schema","complete","Jocelyn Watson","2024-11-15","7"
"","","","","","","2","Document database schema","incomplete","Samantha Olson","2024-11-15","10"
"","","","","","","3","Optimize backend logic","complete","Leslie Moss","2024-11-15","5"
"","","","","","","4","Document backend logic","incomplete","Jonathan Miller","2024-11-15","9"
"699","10","11256.2","medium","137","Daniel Lopez","1","Document algorithm","complete","Christina Diaz","2024-04-18","6"
"","","","","","","2","Implement backend logic","incomplete","Erik Clark","2024-04-18","2"
"700","1","11559.2","low","132","Joseph Parker","1","Design user interface","incomplete","Steven Beck","2024-03-28","10"
"","","","","","","2","Design database schema","complete","Stephanie West","2024-03-28","6"
"","","","","","","3","Design backend logic","incomplete","Jennifer Harrison","2024-03-28","5"
"","","","","","","4","Optimize database schema","incomplete","Robert Ponce","2024-03-28","10"
"701","7","14671.54","high","307","Stacy Watts","1","Optimize backend logic","complete","Michelle Hobbs","2025-01-11","4"
"","","","","","","2","Implement database schema","complete","Jennifer Harrison","2025-01-11","3"
"702","9","12936.59","medium","199","Katrina Wilson","1","Optimize algorithm","complete","Sarah Mccormick","2024-12-08","3"
"","","","","","","2","Implement backend logic","complete","Laurie Phillips","2024-12-08","10"
"","","","","","","3","Implement backend logic","incomplete","Jose Fisher","2024-12-08","1"
"703","6","10388.94","low","100","Daniel Romero","1","Debug database schema","incomplete","Penny Swanson","2024-09-21","9"
"","","","","","","2","Design backend logic","incomplete","Vernon Johnson","2024-09-21","7"
"","","","","","","3","Debug algorithm","incomplete","Emily Delgado","2024-09-21","5"
"","","","","","","4","Test integration module","complete","Jonathan Miller","2024-09-21","10"
"704","4","14776.8","high","172","Anna Webster","1","Debug algorithm","incomplete","Carla Lopez","2024-04-22","2"
"","","","","","","2","Debug database schema","complete","Marvin Long","2024-04-22","1"
"","","","","","","3","Debug database schema","incomplete","Richard Davies","2024-04-22","4"
"","","","","","","4","Optimize backend logic","incomplete","Philip Ferrell","2024-04-22","6"
"705","3","14665.96","low","130","Pamela Craig","1","Optimize database schema","incomplete","Tyler Peters","2024-08-11","2"
"","","","","","","2","Test integration module","complete","Brandon Ramirez","2024-08-11","10"
"706","5","10167.64","medium","358","Megan Carpenter","1","Document database schema","incomplete","Tanner Johnson","2024-08-30","1"
"707","10","14116.63","high","271","Nicole Lewis","1","Implement algorithm","complete","Jeffrey Carter","2024-12-28","1"
"","","","","","","2","Design integration module","complete","Brandon Ramirez","2024-12-28","3"
"","","","","","","3","Design algorithm","complete","Natalie Zhang","2024-12-28","1"
"","","","","","","4","Document user interface","incomplete","Brittany Meyers","2024-12-28","2"
"708","9","11387.39","low","344","Margaret Clayton","1","Test backend logic","incomplete","Darren Gill","2024-02-17","9"
"","","","","","","2","Document algorithm","incomplete","John Beasley","2024-02-17","1"
"","","","","","","3","Implement integration module","complete","Natasha Flores","2024-02-17","5"
"709","2","10862.93","low","171","Nicole Lewis","1","Document user interface","incomplete","David Mccullough","2024-05-20","5"
"","","","","","","2","Test user interface","incomplete","Carla Lopez","2024-05-20","8"
"","","","","","","3","Document user interface","incomplete","Rebecca Snyder","2024-05-20","2"
"","","","","","","4","Design backend logic","complete","Deborah Nelson","2024-05-20","3"
"710","6","12955.74","low","116","Jason Lee","1","Design backend logic","incomplete","Scott Rogers","2024-05-30","4"
"","","","","","","2","Document backend logic","incomplete","Bradley Taylor","2024-05-30","1"
"","","","","","","3","Document database schema","complete","Steven Conley","2024-05-30","5"
